"","X.3","X.2","X.1","X","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"527",527,527,527,527,"2012-06-10",2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,6911.85714285714,7498,7736,7494,7055,7001,6998,7641,8120,6664,7346.14285714286,7617,6623.85714285714,0.0766009852216749,6993.87422116497
"528",528,528,528,528,"2012-06-11",2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,6893.14285714286,6598,7498,7736,7494,7055,7001,6998,7641,4972,7197.14285714286,7048,6598.57142857143,0.136500458055228,6911.76197659354
"529",529,529,529,529,"2012-06-12",2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,6883,6664,6598,7498,7736,7494,7055,7001,6998,7421,7149.42857142857,6631,6708.33333333333,0.0477279222635039,6197.57661487925
"530",530,530,530,530,"2012-06-13",2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,6912.14285714286,4972,6664,6598,7498,7736,7494,7055,7001,7363,6859.57142857143,5818,6655.90476190476,0.289815740608485,6986.13026687926
"531",531,531,531,531,"2012-06-14",2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,6966.42857142857,7421,4972,6664,6598,7498,7736,7494,7055,7665,6911.85714285714,6196.5,6758.80952380952,-0.0518781006378455,7138.56250059354
"532",532,532,532,532,"2012-06-15",2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,6742.85714285714,7363,7421,4972,6664,6598,7498,7736,7494,7702,6893.14285714286,7392,6787.04761904762,0.0174806511876168,7227.7078057364
"533",533,533,533,533,"2012-06-16",2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,7007.57142857143,7665,7363,7421,4972,6664,6598,7498,7736,6978,6883,7514,6831.38095238095,0.00917786970010341,7241.62973145068
"534",534,534,534,534,"2012-06-17",2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,6834.71428571429,7702,7665,7363,7421,4972,6664,6598,7498,5099,6912.14285714286,7683.5,6886.90476190476,-0.0272072552680715,6962.43484516497
"535",535,535,535,535,"2012-06-18",2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,6626.42857142857,6978,7702,7665,7363,7421,4972,6664,6598,6825,6966.42857142857,7340,6905.33333333333,-0.0575932100636557,6192.53259887925
"536",536,536,536,536,"2012-06-19",2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,6363.28571428571,5099,6978,7702,7665,7363,7421,4972,6664,6211,6742.85714285714,6038.5,6860.38095238095,0.23484393757503,6691.02806516497
"537",537,537,537,537,"2012-06-20",2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,6328.42857142857,6825,5099,6978,7702,7665,7363,7421,4972,5905,7007.57142857143,5962,6911.90476190476,-0.372687047465809,6787.10375716497
"538",538,538,538,538,"2012-06-21",3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,6316,6211,6825,5099,6978,7702,7665,7363,7421,5823,6834.71428571429,6518,6881.2380952381,0.163050801778736,6367.73685145069
"539",539,539,539,539,"2012-06-22",3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,6556,5905,6211,6825,5099,6978,7702,7665,7363,7458,6626.42857142857,6058,6813,0.198017112589977,6198.69524459354
"540",540,540,540,540,"2012-06-23",3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,6644.14285714286,5823,5905,6211,6825,5099,6978,7702,7665,6891,6363.28571428571,5864,6893.7619047619,0.240313111545988,6731.72647259354
"541",541,541,541,541,"2012-06-24",3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,6804.71428571429,7458,5823,5905,6211,6825,5099,6978,7702,6779,6328.42857142857,6640.5,6862.2380952381,0.0316800830952999,6565.62370630782
"542",542,542,542,542,"2012-06-25",3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,6943.85714285714,6891,7458,5823,5905,6211,6825,5099,6978,7442,6316,7174.5,6826.52380952381,0.0124677558039553,6519.87466630783
"543",543,543,543,543,"2012-06-26",3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,6892.42857142857,6779,6891,7458,5823,5905,6211,6825,5099,7335,6556,6835,6816.09523809524,-0.329476367915278,7051.61388002211
"544",544,544,544,544,"2012-06-27",3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,6639.42857142857,7442,6779,6891,7458,5823,5905,6211,6825,6879,6644.14285714286,7110.5,6837.09523809524,-0.0904029304029304,6989.87633316497
"545",545,545,545,545,"2012-06-28",3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,6445.14285714286,7335,7442,6779,6891,7458,5823,5905,6211,5463,6804.71428571429,7388.5,6850.42857142857,-0.180969248108195,6915.41504916497
"546",546,546,546,546,"2012-06-29",3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,6366.28571428571,6879,7335,7442,6779,6891,7458,5823,5905,5687,6943.85714285714,7107,6821.14285714286,-0.164944961896698,6373.58625602211
"547",547,547,547,547,"2012-06-30",3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,6254.57142857143,5463,6879,7335,7442,6779,6891,7458,5823,5531,6892.42857142857,6171,6712.90476190476,0.0618238021638331,6358.81020002211
"548",548,548,548,548,"2012-07-01",3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,6264.28571428571,5687,5463,6879,7335,7442,6779,6891,7458,6227,6639.42857142857,5575,6626.66666666667,0.237463126843658,6060.64245373639
"549",549,549,549,549,"2012-07-02",3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,6173.14285714286,5531,5687,5463,6879,7335,7442,6779,6891,6660,6445.14285714286,5609,6575.85714285714,0.197358873893484,6276.26020745068
"550",550,550,550,550,"2012-07-03",3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,6279.42857142857,6227,5531,5687,5463,6879,7335,7442,6779,7403,6366.28571428571,5879,6555.04761904762,0.0814279392240743,6468.34783773639
"551",551,551,551,551,"2012-07-04",3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,6158.42857142857,6660,6227,5531,5687,5463,6879,7335,7442,6241,6254.57142857143,6443.5,6635.42857142857,0.105079279763504,6711.61995145069
"552",552,552,552,552,"2012-07-05",3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,6035.71428571429,7403,6660,6227,5531,5687,5463,6879,7335,6207,6264.28571428571,7031.5,6634.57142857143,-0.0092706203135651,6267.68222802211
"553",553,553,553,553,"2012-07-06",3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,6084.57142857143,6241,7403,6660,6227,5531,5687,5463,6879,4840,6173.14285714286,6822,6581.14285714286,0.0927460386684111,6157.65777202211
"554",554,554,554,554,"2012-07-07",3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,6031.71428571429,6207,6241,7403,6660,6227,5531,5687,5463,4672,6279.42857142857,6224,6511.71428571429,-0.13618890719385,5712.85995887925
"555",555,555,555,555,"2012-07-08",3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,6011.85714285714,4840,6207,6241,7403,6660,6227,5531,5687,6569,6158.42857142857,5523.5,6375.42857142857,0.148936170212766,5473.3871817364
"556",556,556,556,556,"2012-07-09",3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,6184,4672,4840,6207,6241,7403,6660,6227,5531,6290,6035.71428571429,4756,6265.61904761905,0.155306454529018,6222.31167202212
"557",557,557,557,557,"2012-07-10",3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,6368.57142857143,6569,4672,4840,6207,6241,7403,6660,6227,7264,6084.57142857143,5620.5,6335.61904761905,-0.0549221133772282,6203.6640137364
"558",558,558,558,558,"2012-07-11",3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,6672.71428571429,6290,6569,4672,4840,6207,6241,7403,6660,7446,6031.71428571429,6429.5,6310.14285714286,0.0555555555555556,6550.40567545069
"559",559,559,559,559,"2012-07-12",3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,6866.85714285714,7264,6290,6569,4672,4840,6207,6241,7403,7499,6011.85714285714,6777,6360.28571428571,0.0187761718222342,6631.99084802211
"560",560,560,560,560,"2012-07-13",3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,6904.14285714286,7446,7264,6290,6569,4672,4840,6207,6241,6969,6184,7355,6433.66666666667,-0.193078032366608,6835.60303659354
"561",561,561,561,561,"2012-07-14",3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,6975,7499,7446,7264,6290,6569,4672,4840,6207,6031,6368.57142857143,7472.5,6513.47619047619,-0.208152086354116,6716.89649659354
"562",562,562,562,562,"2012-07-15",3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,6753.42857142857,6969,7499,7446,7264,6290,6569,4672,4840,6830,6672.71428571429,7234,6490.19047619048,-0.439876033057851,6536.16483145069
"563",563,563,563,563,"2012-07-16",3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,6631.28571428571,6031,6969,7499,7446,7264,6290,6569,4672,6786,6866.85714285714,6500,6449.2380952381,-0.290881849315068,6944.05232402211
"564",564,564,564,564,"2012-07-17",3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,6398.57142857143,6830,6031,6969,7499,7446,7264,6290,6569,5713,6904.14285714286,6430.5,6451.66666666667,-0.0397320748972446,6878.4765177364
"565",565,565,565,565,"2012-07-18",3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,6040,6786,6830,6031,6969,7499,7446,7264,6290,6591,6975,6808,6420.42857142857,-0.0788553259141494,6469.76573145068
"566",566,566,566,566,"2012-07-19",3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,6237,5713,6786,6830,6031,6969,7499,7446,7264,5870,6753.42857142857,6249.5,6343.19047619048,0.21351872246696,6596.82513145068
"567",567,567,567,567,"2012-07-20",3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,6256.42857142857,6591,5713,6786,6830,6031,6969,7499,7446,4459,6631.28571428571,6152,6329.47619047619,0.114826752618856,6258.96309259354
"568",568,568,568,568,"2012-07-21",3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,6371.57142857143,5870,6591,5713,6786,6830,6031,6969,7499,7410,6398.57142857143,6230.5,6348.85714285714,0.217228963861848,5469.55016345069
"569",569,569,569,569,"2012-07-22",3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,6723,4459,5870,6591,5713,6786,6830,6031,6969,6966,6040,5164.5,6290.38095238095,0.360166451427751,6486.12681373639
"570",570,570,570,570,"2012-07-23",3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,6761.57142857143,7410,4459,5870,6591,5713,6786,6830,6031,7592,6237,5934.5,6379.85714285714,-0.228651964848284,6646.22748002211
"571",571,571,571,571,"2012-07-24",3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,6909.28571428571,6966,7410,4459,5870,6591,5713,6786,6830,8173,6256.42857142857,7188,6415.04761904762,-0.0199121522693997,6850.95487945068
"572",572,572,572,572,"2012-07-25",3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,7227.28571428571,7592,6966,7410,4459,5870,6591,5713,6786,6861,6371.57142857143,7279,6459.42857142857,-0.118773946360153,7208.65840687926
"573",573,573,573,573,"2012-07-26",3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,7111.14285714286,8173,7592,6966,7410,4459,5870,6591,5713,6904,6723,7882.5,6496.09523809524,-0.430596884298967,6943.6583097364
"574",574,574,574,574,"2012-07-27",3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,7131,6861,8173,7592,6966,7410,4459,5870,6591,6685,6761.57142857143,7517,6525.61904761905,-0.0409649522075558,6849.00956859354
"575",575,575,575,575,"2012-07-28",3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,7077.28571428571,6904,6861,8173,7592,6966,7410,4459,5870,6597,6909.28571428571,6882.5,6558.80952380952,-0.176149914821124,6885.47051202211
"576",576,576,576,576,"2012-07-29",3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,6992.57142857143,6685,6904,6861,8173,7592,6966,7410,4459,7105,7227.28571428571,6794.5,6646.66666666667,-0.499215070643642,7101.65796916496
"577",577,577,577,577,"2012-07-30",3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,7049.71428571429,6597,6685,6904,6861,8173,7592,6966,7410,7216,7111.14285714286,6641,6738.33333333333,0.109716599190283,7067.58219202211
"578",578,578,578,578,"2012-07-31",3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,7088.42857142857,7105,6597,6685,6904,6861,8173,7592,6966,7580,7131,6851,6763.85714285714,-0.0199540625897215,7185.54960345068
"579",579,579,579,579,"2012-08-01",3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,7108.28571428571,7216,7105,6597,6685,6904,6861,8173,7592,7261,7077.28571428571,7160.5,6807.95238095238,0.0495258166491043,7280.48163030782
"580",580,580,580,580,"2012-08-02",3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,6946.42857142857,7580,7216,7105,6597,6685,6904,6861,8173,7175,6992.57142857143,7398,6823,0.0725559769974306,7081.18195545069
"581",581,581,581,581,"2012-08-03",3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,6933.28571428571,7261,7580,7216,7105,6597,6685,6904,6861,6824,7049.71428571429,7420.5,6814.19047619048,-0.0583005392799883,7137.76947145069
"582",582,582,582,582,"2012-08-04",3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,6941.42857142857,7175,7261,7580,7216,7105,6597,6685,6904,5464,7088.42857142857,7218,6798.7619047619,-0.039252607184241,7000.19379659354
"583",583,583,583,583,"2012-08-05",3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,6934.85714285714,6824,7175,7261,7580,7216,7105,6597,6685,7013,7108.28571428571,6999.5,6791.85714285714,-0.0207928197456993,6415.90148059354
"584",584,584,584,584,"2012-08-06",3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,6938.42857142857,5464,6824,7175,7261,7580,7216,7105,6597,7273,6946.42857142857,6144,6764.85714285714,0.171744732454146,6914.53007030782
"585",585,585,585,585,"2012-08-07",3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,6740,7013,5464,6824,7175,7261,7580,7216,7105,7534,6933.28571428571,6238.5,6773.57142857143,0.0129486277269528,7083.60081259354
"586",586,586,586,586,"2012-08-08",3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,6665,7273,7013,5464,6824,7175,7261,7580,7216,7286,6941.42857142857,7143,6796.7619047619,-0.00789911308203991,7210.15474230782
"587",587,587,587,587,"2012-08-09",3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,6819.28571428571,7534,7273,7013,5464,6824,7175,7261,7580,5786,6934.85714285714,7403.5,6883.47619047619,0.00606860158311346,7092.94701716497
"588",588,588,588,588,"2012-08-10",3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,6800.71428571429,7286,7534,7273,7013,5464,6824,7175,7261,6299,6938.42857142857,7410,6916.57142857143,-0.00344305192122297,6451.45885602211
"589",589,589,589,589,"2012-08-11",3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,6730.85714285714,5786,7286,7534,7273,7013,5464,6824,7175,6544,6740,6536,6912.57142857143,0.193588850174216,6473.06878630783
"590",590,590,590,590,"2012-08-12",3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,6704.14285714286,6299,5786,7286,7534,7273,7013,5464,6824,6883,6665,6042.5,7000.19047619048,0.0769343493552169,6589.59977602211
"591",591,591,591,591,"2012-08-13",3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,6749.71428571429,6544,6299,5786,7286,7534,7273,7013,5464,6784,6819.28571428571,6421.5,6958.95238095238,-0.197657393850659,6922.70533830782
"592",592,592,592,592,"2012-08-14",3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,6944.28571428571,6883,6544,6299,5786,7286,7534,7273,7013,7347,6800.71428571429,6713.5,6955,0.0185370027092542,6794.73170459355
"593",593,593,593,593,"2012-08-15",3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,7168,6784,6883,6544,6299,5786,7286,7534,7273,7605,6730.85714285714,6833.5,6916.52380952381,0.0672349786882992,6976.07387202211
"594",594,594,594,594,"2012-08-16",3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,6883,7347,6784,6883,6544,6299,5786,7286,7534,7148,6704.14285714286,7065.5,6877.19047619048,0.024820812317494,7090.9715777364
"595",595,595,595,595,"2012-08-17",3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,6832.57142857143,7605,7347,6784,6883,6544,6299,5786,7286,7865,6749.71428571429,7476,6912.61904761905,-0.0437825967609113,6950.68883716497
"596",596,596,596,596,"2012-08-18",3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,6864.28571428571,7148,7605,7347,6784,6883,6544,6299,5786,4549,6944.28571428571,7376.5,6924.2380952381,-0.2353957829243,7435.27175145068
"597",597,597,597,597,"2012-08-19",3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,6868.28571428571,7865,7148,7605,7347,6784,6883,6544,6299,6530,7168,7506.5,6980.42857142857,-0.248610890617558,6142.65789887926
"598",598,598,598,598,"2012-08-20",3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,6891.14285714286,4549,7865,7148,7605,7347,6784,6883,6544,7006,6883,6207,6882.90476190476,0.304859413202934,6616.68583202211
"599",599,599,599,599,"2012-08-21",3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,6953.14285714286,6530,4549,7865,7148,7605,7347,6784,6883,7375,6832.57142857143,5539.5,6855.52380952381,0.0512857765509226,6894.95751259354
"600",600,600,600,600,"2012-08-22",3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,6694.28571428571,7006,6530,4549,7865,7148,7605,7347,6784,7765,6864.28571428571,6768,6845.52380952381,-0.0327240566037736,7107.83642002211
"601",601,601,601,601,"2012-08-23",3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,6795.14285714286,7375,7006,6530,4549,7865,7148,7605,7347,7582,6868.28571428571,7190.5,6835.7619047619,-0.00381107935211651,7266.59148516496
"602",602,602,602,602,"2012-08-24",3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,6850.42857142857,7765,7375,7006,6530,4549,7865,7148,7605,6053,6891.14285714286,7570,6859.7619047619,-0.0210387902695595,7208.67734402211
"603",603,603,603,603,"2012-08-25",3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,6855.28571428571,7582,7765,7375,7006,6530,4549,7865,7148,5255,6953.14285714286,7673.5,6879.14285714286,-0.0607162842753218,6600.38058459354
"604",604,604,604,604,"2012-08-26",3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,6901.28571428571,6053,7582,7765,7375,7006,6530,4549,7865,6917,6694.28571428571,6817.5,6842.42857142857,0.230387794024158,5970.06192173639
"605",605,605,605,605,"2012-08-27",3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,6893.85714285714,5255,6053,7582,7765,7375,7006,6530,4549,7040,6795.14285714286,5654,6832.47619047619,-0.155198944823038,6900.59873202211
"606",606,606,606,606,"2012-08-28",3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,6860.71428571429,6917,5255,6053,7582,7765,7375,7006,6530,7697,6850.42857142857,6086,6827.90476190476,-0.0592649310872894,6965.44865487925
"607",607,607,607,607,"2012-08-29",3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,6873.14285714286,7040,6917,5255,6053,7582,7765,7375,7006,7713,6855.28571428571,6978.5,6816.80952380952,-0.00485298315729375,7230.20545259354
"608",608,608,608,608,"2012-08-30",3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,6952.42857142857,7697,7040,6917,5255,6053,7582,7765,7375,7350,6901.28571428571,7368.5,6824.57142857143,-0.0436610169491525,7281.01840916497
"609",609,609,609,609,"2012-08-31",3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,6826.28571428571,7713,7697,7040,6917,5255,6053,7582,7765,6140,6893.85714285714,7705,6844.90476190476,0.00669671603348358,7096.9296497364
"610",610,610,610,610,"2012-09-01",3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,6801.14285714286,7350,7713,7697,7040,6917,5255,6053,7582,5810,6860.71428571429,7531.5,6919.38095238095,0.0305987865998417,6544.35771030783
"611",611,611,611,611,"2012-09-02",3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,6717.57142857143,6140,7350,7713,7697,7040,6917,5255,6053,6034,6873.14285714286,6745,6911.80952380952,-0.0143730381628944,6428.56418230782
"612",612,612,612,612,"2012-09-03",3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,6501.85714285714,5810,6140,7350,7713,7697,7040,6917,5255,6864,6952.42857142857,5975,6876.85714285714,-0.105613701236917,6599.23436687925
"613",613,613,613,613,"2012-09-04",3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,6523.85714285714,6034,5810,6140,7350,7713,7697,7040,6917,7112,6826.28571428571,5922,6836.42857142857,0.127656498482001,6797.34903259354
"614",614,614,614,614,"2012-09-05",3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,6500.42857142857,6864,6034,5810,6140,7350,7713,7697,7040,6203,6801.14285714286,6449,6840.2380952381,0.025,6933.81044802211
"615",615,615,615,615,"2012-09-06",3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,6845.71428571429,7112,6864,6034,5810,6140,7350,7713,7697,7504,6717.57142857143,6988,6829.04761904762,0.0760036377809536,6468.47283602211
"616",616,616,616,616,"2012-09-07",3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,7058.71428571429,6203,7112,6864,6034,5810,6140,7350,7713,5976,6501.85714285714,6657.5,6762.28571428571,0.19577336963568,6850.79925659354
"617",617,617,617,617,"2012-09-08",3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,7187.71428571429,7504,6203,7112,6864,6034,5810,6140,7350,8227,6523.85714285714,6853.5,6779.2380952381,-0.020952380952381,6305.98106345068
"618",618,618,618,618,"2012-09-09",3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,7296,5976,7504,6203,7112,6864,6034,5810,6140,7525,6500.42857142857,6740,6689.28571428571,0.0267100977198697,7245.32892002211
"619",619,619,619,619,"2012-09-10",3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,7524.71428571429,8227,5976,7504,6203,7112,6864,6034,5810,7767,6845.71428571429,7101.5,6864.42857142857,-0.416006884681583,7297.51792002212
"620",620,620,620,620,"2012-09-11",3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,7596.85714285714,7525,8227,5976,7504,6203,7112,6864,6034,7870,7058.71428571429,7876,6911.80952380952,-0.247099767981439,7465.90551487926
"621",621,621,621,621,"2012-09-12",3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,7988,7767,7525,8227,5976,7504,6203,7112,6864,7804,7187.71428571429,7646,6948.04761904762,-0.131555944055944,7547.39299487926
"622",622,622,622,622,"2012-09-13",3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,7860.28571428571,7870,7767,7525,8227,5976,7504,6203,7112,8009,7296,7818.5,6971.61904761905,-0.106580427446569,7571.45196916497
"623",623,623,623,623,"2012-09-14",3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,7766.57142857143,7804,7870,7767,7525,8227,5976,7504,6203,8714,7524.71428571429,7837,6973.47619047619,-0.258100918910205,7841.9402497364
"624",624,624,624,624,"2012-09-15",3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,7238.85714285714,8009,7804,7870,7767,7525,8227,5976,7504,7333,7596.85714285714,7906.5,6993.80952380952,-0.0672974413646055,8119.80614802211
"625",625,625,625,625,"2012-09-16",3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,7199,8714,8009,7804,7870,7767,7525,8227,5976,6869,7988,8361.5,7120.52380952381,-0.458165997322624,7883.29010459354
"626",626,626,626,626,"2012-09-17",3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,7187,7333,8714,8009,7804,7870,7767,7525,8227,4073,7860.28571428571,8023.5,7219.47619047619,0.108666585632673,7386.21225430782
"627",627,627,627,627,"2012-09-18",3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,7209.57142857143,6869,7333,8714,8009,7804,7870,7767,7525,7591,7766.57142857143,7101,7217.19047619048,0.0871760797342193,6139.97998345068
"628",628,628,628,628,"2012-09-19",3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,7164,4073,6869,7333,8714,8009,7804,7870,7767,7720,7238.85714285714,5471,7075.90476190476,0.475601905497618,7172.28067259354
"629",629,629,629,629,"2012-09-20",3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,7246,7591,4073,6869,7333,8714,8009,7804,7870,8167,7199,5832,7070.85714285714,0.0354510800508259,7416.07944459354
"630",630,630,630,630,"2012-09-21",3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,7327,7720,7591,4073,6869,7333,8714,8009,7804,8395,7187,7655.5,7071.19047619048,0.0107637109174782,7614.36862402211
